Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (IDR),Impressions,Impressions click-through rate (%)
iZTvQQix9gg,Mengapa Kita Mudah Terluka oleh Orang yang Paling Kita Cintai? – Dr. Fahruddin Faiz,"Jul 16, 2026",2062,104,"20,7634",0,"617,038",1599,"4,13"
Fq6DXzV2bHw,Pernikahan sebagai Jalan Pengabdian #shorts,"Jul 29, 2026",60,103,"0,1392",0,"10,016",36,"2,78"
19OQG0U1oTc,Filsafat Cinta: Gibran Mengajarkan Cara Mencintai Tanpa Memiliki | Dr. Fahruddin Faiz,"Jun 7, 2025",3054,62,"18,67",0,"1249,138",421,"10,21"
OKKKAqpAFgc,Kenapa Namanya 'Rumah Tangga'? #shorts,"Jul 18, 2026",61,54,"0,2093",0,"5,738",44,"6,82"
pqd02lWgZik,Pernikahan: Perjanjian Agung #shorts,"Jul 26, 2026",101,50,"0,2096",0,"4,694",61,"1,64"
YczMzjA9lIY,Kenapa Kita Haus Validasi Sosial? Cara Filsafat Mengatasi “Status Anxiety” – Dr. Fahruddin Faiz,"Nov 2, 2025",2687,46,"8,4666",0,"190,631",452,"7,96"
r1iSkoihius,Cara Bijak Menghadapi Orang Jahat - Dr. Fahruddin Faiz,"Jun 3, 2025",135,36,"0,5421",0,"6,582",77,"7,79"
cgaueCaSWQM,Tak Perlu Gengsi! Inilah Jalan Hidup Tenang Bebas dari Kecemasan Sosial  – Dr. Fahruddin Faiz,"Jul 23, 2025",2711,23,"3,3578",0,"98,249",192,"5,73"
Rd2gaxziO_w,Hati Terasa Hampa… Apakah Ini Krisis Spiritual? – Dr. Fahruddin Faiz,"Jul 23, 2026",2411,19,"6,8239",0,"210,9",173,"6,94"
5THQVqj3dcM,Salah Pilih Pasangan Jauh Lebih Menakutkan Daripada Terlambat Menikah – Dr. Fahruddin Faiz,"Jul 11, 2026",2599,18,"4,9124",0,"386,854",157,"6,37"
2bWuAfCVs0o,Bahagia & Derita Menurut Kaum Stoik | Dr. Fahruddin Faiz #Shorts,"Jun 18, 2025",90,17,"0,123",0,"2,889",18,"5,56"
87KqYUYZap0,Hidupmu Bukan Lagi Milikmu Jika Pikiranmu Mudah Diseret ke Mana-Mana – Dr. Fahruddin Faiz,"Jun 26, 2026",1900,15,"2,6121",0,"123,888",78,"3,85"
ckd9Qu4pBjs,Kenapa Kamu Selalu Merasa Lelah…? Ibnu Arabi Punya Jawabannya,"Aug 14, 2026",2640,14,"0,2145",0,"102,398",1619,"0,8"
Q70R3P23Ds4,Mengapa Orang Persia Kuno Lebih Tenang dari Kita? 3 Prinsip yang Terlupakan,"Jan 23, 2026",5245,14,"6,1195",0,"112,203",24,"12,5"
wAb46hk1DL8,Jangan Overthinking! Cara Ibnu Sina Menyembuhkan Penyakit Pikiran – Dr. Fahruddin Faiz,"Oct 22, 2025",2991,13,"1,9161",0,"87,564",212,"4,72"
yPRFG6ljNzI,"Musuh Terberat Itu Bukan Orang Lain, Tapi Dirimu Sendiri – Dr. Fahruddin Faiz","Jun 24, 2026",3034,11,"4,8432",0,"110,791",35,"2,86"
XfJ4zOLZzTU,Rumus 5:1 Agar Hubungan Awet … #shorts,"Jul 17, 2026",61,9,"0,028",0,"0,95",26,"3,85"
4Vpy0S42PYs,Kamu Bisa Berbuat Baik… Tapi Tetap Tidak Bermoral,"Apr 13, 2026",1541,8,"1,0991",0,"45,633",51,"11,76"
orYUpJzdtGc,Pikiran Kita yang Bikin Hidup Rumit – Dr. Fahruddin Faiz,"May 16, 2025",1611,8,"0,8119",0,"1,388",22,"22,73"
CteDDs7y2lI,Bukan Kurang Cinta! Alasan Kenapa Rumah Tangga Sering Runtuh Karena Hal Sepele – Dr. Fahruddin Faiz,"Jul 8, 2026",2283,8,"1,5384",0,"43,696",95,"4,21"
thuiM65CgTg,Banyak Orang Pintar… Tapi Mengapa Hidupnya Kacau?,"Apr 6, 2026",1579,5,"1,7547",0,,8,0
lZTNPeDqWSE,Spiritual Blockers : 10 Hal yang Diam-diam Menghancurkan Amalmu,"May 8, 2026",2488,5,"1,9272",0,"4,222",17,"5,88"
unwrLg65NY8,Kebijaksanaan Stoik Marcus Aurelius | Dr. Fahruddin Faiz #Shorts,"Jun 12, 2025",101,5,"0,0226",0,"0,612",32,"3,13"
QQ4NPnTn5bE,Syukur: Kunci Bahagia yang Sering Kita Abaikan - Dr. Fahruddin Faiz,"May 19, 2025",49,5,"0,0283",0,"0,663",14,0
PEI7aejV6mM,Kamu Musuh Terbesarmu Sendiri — Cara Diogenes Menjadi Tak Terkalahkan,"Feb 13, 2026",1811,4,"0,4249",0,"10,091",12,"8,33"
5TTXNALjI1w,Stoikisme dan Jiwa Manusia | Dr. Fahruddin Faiz #Shorts,"Jun 19, 2025",89,4,"0,0279",0,"0,661",5,0
G26aXBGeMXM,Dr. Sutomo: Mengapa Lulusan Terbaik Justru Jadi “Buruh Intelektual”? – Dr. Fahruddin Faiz,"Jun 16, 2026",3021,4,"1,906",0,"58,405",16,"12,5"
Hpnt0eyqiFU,Sadar Diri Itu Kunci Hidup #shorts,"Nov 10, 2025",125,3,"0,0696",0,"0,63",10,10
k0Oy7aLHuPY,Merangkul Kesendirian: Cara Tenang Hadapi Hidup – Dr. Fahruddin Faiz,"Jun 28, 2025",3348,3,"0,7646",0,"4,773",13,"7,69"
vlrlss4R46Y,Guru Sejati Ada di Dalam Dirimu – Renungan Filsafat dari Dr. Fahruddin Faiz,"Jul 21, 2025",3072,3,"0,0489",0,"33,314",13,"23,08"
V0pztNMcfeA,Bahagia Tanpa Bergantung Orang Lain – Dr. Fahruddin Faiz,"Jul 2, 2025",3390,3,"1,7397",0,"66,121",55,"3,64"
BIAU9uAWgps,Yang Dibongkar Hubungan Bukan Dia… Tapi Dirimu #shorts,"Jul 12, 2026",56,3,"0,0148",0,"0,305",25,0
sFNRJ9JimyU,Jiwamu Ingin Bersih? Hindari Ambisi – Dr. Fahruddin Faiz,"Jun 7, 2025",61,3,"0,0186",0,"0,681",12,0
w48jPTQZrU8,Orang Cerdas Tanpa Moral Lebih Berbahaya,"Apr 20, 2026",1520,3,"0,5144",0,"11,31",22,"4,55"
ptyYQfLPzB4,"Kebaikan Kecil, Dampak Besar — Rahasia “Hukum Sebab-Akibat” dalam Islam","Mar 1, 2026",2579,2,"0,0043",0,,18,"5,56"
CxnjquuVPbc,Serawung Roso: Menyambung Hati dengan Sesama #shorts,"Jul 13, 2026",63,2,"0,0225",0,"0,305",24,0
ZFKp2nlUmJ0,Cinta Dewasa Itu Bukan Karena… Tapi Meskipun #shorts,"Jul 15, 2026",57,2,"0,0008",0,,21,0
LgAcObJSzsY,Orang Relijius? Ternyata Begini Ciri Aslinya! - Dr. Fahruddin Faiz,"May 16, 2025",59,2,"0,0164",0,"0,339",6,0
VTWeSNYzIQo,Sedulur Papat: Saudara Spiritual Sejak Lahir #shorts,"Jun 25, 2025",95,2,"0,0002",0,"0,181",12,0
PNUWxm3VVvI,Seni Tahu Diri: Mengapa Kebaikanmu Bisa Jadi Racun – Fahruddin Faiz,"Jan 2, 2026",3110,2,"1,7277",0,,8,0
d0WR9AGX3lE,Hubunganmu Terlalu Dekat? #shorts,"Jul 7, 2026",62,2,"0,0018",0,"0,305",28,0
B9dvm0MKVaA,"Kalau Hidup Terasa Hampa, Mungkin Kamu Bukan Malas… Tapi Kehilangan Makna","Jul 2, 2026",2882,2,"0,7477",0,"4,284",26,0
OnTJqhWvztY,Makna Sedulur Papat: Rahasia Spiritual dari Dalam Diri #shorts,"Jun 27, 2025",176,2,"0,0115",0,"0,324",12,0
yGYxv33dTUg,Kendalikan Keinginanmu! Resep Hidup Tenang ala Filsafat Stoa – Dr. Fahruddin Faiz,"Jul 28, 2025",2637,2,"0,0011",0,,5,0
RKRH4vrOHCQ,Jangan Kotori Jiwamu dengan Kemarahan - Dr. Fahruddin Faiz,"Jun 8, 2025",66,1,"0,016",0,"0,339",2,0
Ix11TSIne9k,Bahaya Cinta Hitung-Hitungan #shorts,"Jul 14, 2026",55,1,"0,0005",0,,7,0
gsr9gDEqw8o,Alasan Hubungan Jadi Hambar #shorts,"Jul 5, 2026",51,1,"0,0006",0,,6,0
xtEUQ463OlY,Tidak Semua Perbuatan Baik Itu Bermoral,"Apr 29, 2026",1408,1,"0,0021",0,,24,"4,17"
hx__1BcrOP4,Rahasia Orang-Orang yang Tetap Tenang Meskipun Hidupnya Sulit,"May 11, 2026",3255,1,"0,0008",0,,13,0
IXPx6LL6wPc,Salah Pilih vs Terlambat Menikah #shorts,"Jun 30, 2026",47,1,"0,001",0,,2,0
nUi8tU-9WPk,Siap Terluka Karena Cinta? #shorts,"Jul 9, 2026",61,1,"0,004",0,"0,305",8,0
WEPXxgpxAJY,Menikah Berarti Kehilangan Kebebasan…? #shorts,"Jul 6, 2026",60,1,"0,0019",0,"0,305",3,0
yf9eisvon2M,"Rasa Cinta Itu Anugerah, Bukan Kelemahan #shorts","Jul 17, 2025",139,1,"0,0004",0,,1,0
8uuSnIn3BZ4,Musuh Terbesarmu Adalah Pikiranmu Sendiri #shorts,"Jun 22, 2025",164,1,"0,0004",0,,2,0
zUFGtUWZgw4,Menikah Tidak Menyembuhkan Sepi #shorts,"Jul 1, 2026",60,1,"0,0003",0,,3,0
1GhwTsQeAIk,Berhenti Merusak Dirimu #shorts,"Jun 20, 2026",61,1,"0,0013",0,"0,305",1,0
qx-GUaLqOw4,Ternyata Kunci Bahagia Itu Ada di Pikiran – Dr. Fahruddin Faiz,"Jun 22, 2025",2909,1,"0,4189",0,,9,0
Ycw9C9wYrd8,Hidupmu Mulai Kacau? Perbaiki Sekarang Sebelum Terlambat! – Dr. Fahruddin Faiz,"Oct 3, 2025",2440,1,"0,6777",0,"4,762",8,"12,5"
KQdsLG9H94E,Tugas Utama Manusia Menurut Stoik | Dr. Fahruddin Faiz #Shorts,"Jun 17, 2025",106,1,"0,0112",0,"0,339",0,
m3LTX0x1Zhg,Tanda Kamu Sedang Dipandu Mursyid Sejati #shorts,"Jul 22, 2025",36,1,"0,0008",0,,4,0
l8wQ-gj8gx0,Ingin Jiwamu Bersih? Hindari 2 Hal Ini! - Dr. Fahruddin Faiz,"Jun 9, 2025",53,1,"0,0022",0,"0,339",1,0
wzJXulwmx9Y,Kenapa Hidup Terasa Serbasalah #shorts,"Jun 19, 2026",46,1,"0,0007",0,,2,0
ocAtIEqaNsQ,Mengenal Diri: Awal Segala Kebijaksanaan #shorts,"Nov 8, 2025",40,1,"0,0047",0,"0,305",1,0
WIDKgAI_A7I,Dengarkan Hatimu: Suara Paling Jujur dalam Hidup #shorts,"Jun 27, 2026",43,1,"0,0015",0,"0,305",1,0
Mk3NQJ0D0-M,Rumus En-6: Cara Hidup Tenang Tanpa Terbebani Pikiran – Fahruddin Faiz,"Jan 5, 2026",2619,1,"0,5352",0,,13,0
Sx8f98DvBZc,Ciri Cinta Posesif (Mengontrol) #shorts,"Jul 3, 2026",59,1,"0,0012",0,"0,305",8,0
Wb_Xml6GyHM,"Tanpa Ini, Hidupmu Kosong dan Hampa #shorts","Jun 23, 2025",143,1,"0,0012",0,"0,305",3,0
BsuWaAc0Wqs,Berhenti Mencari Orang yang Tepat #shorts,"Jul 4, 2026",52,1,"0,0006",0,,11,0
L4s_CbohIL4,Jiwamu Ingin Tenang? Jangan Lakukan Ini! - Dr. Fahruddin Faiz,"Jun 6, 2025",64,1,"0,0014",0,"0,339",4,0
GV7AagagPlk,Ana Al-Haq Bukan Mengaku Tuhan — Lalu Mengapa Ia Dianggap Berbahaya?,"Feb 1, 2026",4339,1,"0,2508",0,,22,0
sopr9sjFMPI,"Story Ustadzah Syifa Nurfhadhilah ""GOLONGAN PEREMPUAN Yang Bukan AHLI SURGA"" #santrikyai #shorts","Jan 1, 2025",24,0,0,0,,0,
zaDVmWYj6DA,"Gus Kautsar ""Dosa Kita Akan Di Maafkan Allah, Kecuali.."" #santrikyai #shorts","Dec 19, 2024",61,0,0,0,,0,
1J9qAl7li7k,Story Gus Kautsar | Manyala Gus #santrikyai #shorts,"Nov 1, 2024",28,0,0,0,,0,
poDCtMSr4e0,GUS BAHA : MENJAGA UKUWAH #santrikyai #gusbaha #gusbahaterbaru #motivasihidup,"May 21, 2024",59,0,0,0,,0,
d13aDP7Ldoo,"Gus Kautsar ""Anak Muda Gaya Starbucks"" #santrikyai #shorts","Dec 20, 2024",59,0,0,0,,0,
VkWfSPN0yBQ,"Shorts Gus Iqdam ""Kerja Ya Kerja Tapi Jangan Meninggalkan Ngaji"" #santrikyai #shorts","Dec 11, 2024",60,0,0,0,,0,
4Z_o6zoaa8Y,Story Ustadz Hanan Ataki - Di Setiap Rasa Sakit Ada Pelajaran #santrikyai #shorts,"Dec 3, 2024",54,0,0,0,,0,
79clfawBYYw,"Story Gus Kautsar ""Perempuan Ketika Dilamar"" #santrikyai #shorts","Dec 14, 2024",41,0,0,0,,0,
sw6gTmsq8Is,Story Gus Kautsar | Takdir Terbaik Gus E #santrikyai #shorts,"Nov 16, 2024",28,0,0,0,,0,
4O8kDRUZssc,"Gus Kautsar Terbaru, Khitmah Ilmu #santrikyai #guskautsar #guskautsarterbaru","Jul 9, 2024",59,0,0,0,,0,
W7dFP13GS9U,GUS BAHA : CINTA PERTAMA #santrikyai #gusbaha #gusbahaterbaru #quotes #motivasidiri,"May 10, 2024",42,0,0,0,,0,
V85IS8APG58,Story Gus Kautsar | Manset Kita Sebagai Rakyat #santrikyai #shorts,"Nov 17, 2024",43,0,0,0,,0,
oTUZRTCUz-0,Ia Menguasai 41 Bahasa… Lalu Menghilang dari Dunia — Sosrokartono,"Mar 4, 2026",2299,,,,,14,0
7BLTW5Z-e_o,Kita Terlalu Cepat Menghakimi — Dan Hampir Selalu Salah – Fahruddin Faiz,"Jan 7, 2026",1820,,,,,9,0
idvMB4pzQ2w,Orang Baik Bisa Jadi Jahat — Inilah Momen Gelapnya – Fahruddin Faiz,"Jan 9, 2026",2341,,,,,7,0
ZReV5o-uArM,"Menguak Rahasia Tarekat: Mursyid, Penuntun di Jalan Batin – Dr. Fahruddin Faiz","Jul 7, 2025",4191,,,,,8,0
cqDV1K3JWMc,Jangan Siksa Dirimu dengan Pikiran Sendiri! Atasi Insecurity & Overthinking – Dr. Fahruddin Faiz,"Oct 13, 2025",3277,,,,,15,0
roc-v_iRZQU,Mengapa Cinta Selalu Bersama Penderitaan? Rahasia Filsafat Hati Manusia – Dr. Fahruddin Faiz,"Nov 23, 2025",3022,,,,,12,0
aiKth6npyoE,"Kamu Bukan Cahaya, Kamu Hanya Kaca… : Rahasia Ketenangan Batin",,1815,,,,,1,0
eAX1VUmlqig,Kontrol Lah Keinginanmu - Dr. Fahruddin Faiz,"May 31, 2025",49,,,,,5,0
mSAMLVkJMdQ,Mengapa Ibadahmu Terasa Hampa? | Syekh Yusuf Al-Makassari,"Aug 16, 2026",6895,,,,,1,0
TxFRYIVQi4c,Mati Sebelum Mati: Rahasia Ketenangan Syekh Arsyad Al-Banjari…,,7024,,,,,1,0
Tj4i3rvakLY,Mengapa Hidup Terasa Hampa Padahal Kita Tidak Kekurangan – Dr. Fahruddin Faiz,"Jun 18, 2026",1874,,,,,16,0
59rxTj7EEsE,Apakah Hidupmu Bagian dari Rencana Besar? Teosofi,"Feb 26, 2026",2268,,,,,8,0
NmxtAfz_VS8,Stop Drama Hidup! Rahasia Hidup Realistis & Tenang – Dr. Fahruddin Faiz,"Oct 1, 2025",2643,,,,,9,0
